Day,月日,季節,地域,一日パターン,00:00,06:00,09:00,12:00,15:00,18:00,21:00,備考
21,8/21,盛夏,交易都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
22,8/22,盛夏,交易都市,cloudy;10=light_rain;12=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,10:00から小雨・12:00から曇り
23,8/23,晩夏,交易都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
24,8/24,晩夏,交易都市,clear;08=cloudy;14=clear,晴れ,晴れ,曇り,曇り,晴れ,晴れ,晴れ,08:00から曇り・14:00から晴れ
25,8/25,晩夏,交易都市,cloudy;06=clear,曇り,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,06:00から晴れ
26,8/26,晩夏,交易都市,cloudy;08=light_rain;16=cloudy,曇り,曇り,小雨,小雨,小雨,曇り,曇り,08:00から小雨・16:00から曇り
27,8/27,晩夏,交易都市,cloudy;10=rain;18=cloudy,曇り,曇り,曇り,雨,雨,曇り,曇り,10:00から雨・18:00から曇り
28,8/28,晩夏,交易都市,cloudy;09=strong_wind;17=cloudy,曇り,曇り,強風,強風,強風,曇り,曇り,09:00から強風・17:00から曇り
29,8/29,晩夏,交易都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
30,8/30,晩夏,交易都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
31,8/31,晩夏,交易都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
32,9/1,晩夏,交易都市,cloudy;09=rain;20=cloudy,曇り,曇り,雨,雨,雨,雨,曇り,09:00から雨・20:00から曇り
33,9/2,晩夏,交易都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
34,9/3,晩夏,交易都市,cloudy;07=strong_wind;16=cloudy,曇り,曇り,強風,強風,強風,曇り,曇り,07:00から強風・16:00から曇り
35,9/4,晩夏,交易都市,cloudy;06=strong_wind;16=cloudy,曇り,強風,強風,強風,強風,曇り,曇り,06:00から強風・16:00から曇り
36,9/5,晩夏,交易都市,cloudy;08=strong_wind;13=cloudy,曇り,曇り,強風,強風,曇り,曇り,曇り,08:00から強風・13:00から曇り
37,9/6,晩夏,交易都市,cloudy;09=storm;16=rain;17=cloudy,曇り,曇り,雷雨,雷雨,雷雨,曇り,曇り,09:00から雷雨・16:00から雨・17:00から曇り
38,9/7,晩夏,交易都市,cloudy;12=rain;19=cloudy,曇り,曇り,曇り,雨,雨,雨,曇り,12:00から雨・19:00から曇り
39,9/8,晩夏,交易都市,cloudy;13=rain;19=cloudy,曇り,曇り,曇り,曇り,雨,雨,曇り,13:00から雨・19:00から曇り
40,9/9,晩夏,交易都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
41,9/10,晩夏,交易都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
42,9/11,晩夏,交易都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
43,9/12,晩夏,交易都市,cloudy;11=storm;18=rain;19=cloudy,曇り,曇り,曇り,雷雨,雷雨,雨,曇り,11:00から雷雨・18:00から雨・19:00から曇り
44,9/13,晩夏,交易都市,clear;06=strong_wind;15=clear,晴れ,強風,強風,強風,晴れ,晴れ,晴れ,06:00から強風・15:00から晴れ
45,9/14,晩夏,交易都市,cloudy;06=strong_wind;15=cloudy,曇り,強風,強風,強風,曇り,曇り,曇り,06:00から強風・15:00から曇り
46,9/15,秋,交易都市,cloudy;11=light_rain;14=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,11:00から小雨・14:00から曇り
47,9/16,秋,交易都市,cloudy;09=strong_wind;13=cloudy,曇り,曇り,強風,強風,曇り,曇り,曇り,09:00から強風・13:00から曇り
48,9/17,秋,交易都市,clear;06=strong_wind;16=clear,晴れ,強風,強風,強風,強風,晴れ,晴れ,06:00から強風・16:00から晴れ
49,9/18,秋,交易都市,cloudy;10=rain;16=cloudy,曇り,曇り,曇り,雨,雨,曇り,曇り,10:00から雨・16:00から曇り
50,9/19,秋,交易都市,cloudy;08=strong_wind;16=cloudy,曇り,曇り,強風,強風,強風,曇り,曇り,08:00から強風・16:00から曇り
51,9/20,秋,交易都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
52,9/21,秋,交易都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
53,9/22,秋,交易都市,cloudy;12=storm;18=rain;19=cloudy,曇り,曇り,曇り,雷雨,雷雨,雨,曇り,12:00から雷雨・18:00から雨・19:00から曇り
54,9/23,秋,交易都市,clear;08=strong_wind;14=clear,晴れ,晴れ,強風,強風,晴れ,晴れ,晴れ,08:00から強風・14:00から晴れ
55,9/24,秋,交易都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
56,9/25,秋,交易都市,cloudy;12=rain;19=cloudy,曇り,曇り,曇り,雨,雨,雨,曇り,12:00から雨・19:00から曇り
57,9/26,秋,交易都市,cloudy;10=rain;16=cloudy,曇り,曇り,曇り,雨,雨,曇り,曇り,10:00から雨・16:00から曇り
58,9/27,秋,交易都市,cloudy;09=strong_wind;16=cloudy,曇り,曇り,強風,強風,強風,曇り,曇り,09:00から強風・16:00から曇り
59,9/28,秋,交易都市,cloudy;07=strong_wind;14=cloudy,曇り,曇り,強風,強風,曇り,曇り,曇り,07:00から強風・14:00から曇り
60,9/29,秋,交易都市,cloudy;09=strong_wind;15=cloudy,曇り,曇り,強風,強風,曇り,曇り,曇り,09:00から強風・15:00から曇り
61,9/30,秋,交易都市,clear;10=cloudy;13=clear,晴れ,晴れ,晴れ,曇り,晴れ,晴れ,晴れ,10:00から曇り・13:00から晴れ
62,10/1,秋,交易都市,cloudy;11=light_rain;12=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,11:00から小雨・12:00から曇り
63,10/2,秋,交易都市,cloudy;05=strong_wind;13=cloudy,曇り,強風,強風,強風,曇り,曇り,曇り,05:00から強風・13:00から曇り
64,10/3,秋,交易都市,cloudy;12=rain;18=cloudy,曇り,曇り,曇り,雨,雨,曇り,曇り,12:00から雨・18:00から曇り
65,10/4,秋,交易都市,cloudy;09=storm;15=rain;20=cloudy,曇り,曇り,雷雨,雷雨,雨,雨,曇り,09:00から雷雨・15:00から雨・20:00から曇り
66,10/5,秋,交易都市,clear;12=cloudy;14=clear,晴れ,晴れ,晴れ,曇り,晴れ,晴れ,晴れ,12:00から曇り・14:00から晴れ
67,10/6,秋,交易都市,cloudy;11=storm;16=rain;21=cloudy,曇り,曇り,曇り,雷雨,雷雨,雨,曇り,11:00から雷雨・16:00から雨・21:00から曇り
68,10/7,秋,交易都市,cloudy;05=strong_wind;15=cloudy,曇り,強風,強風,強風,曇り,曇り,曇り,05:00から強風・15:00から曇り
69,10/8,秋,交易都市,clear;10=cloudy;15=clear,晴れ,晴れ,晴れ,曇り,晴れ,晴れ,晴れ,10:00から曇り・15:00から晴れ
70,10/9,秋,交易都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
71,10/10,晩秋,交易都市,cloudy;08=strong_wind;14=cloudy,曇り,曇り,強風,強風,曇り,曇り,曇り,08:00から強風・14:00から曇り
72,10/11,晩秋,交易都市,cloudy;09=strong_wind;17=cloudy,曇り,曇り,強風,強風,強風,曇り,曇り,09:00から強風・17:00から曇り
73,10/12,晩秋,交易都市,cloudy;09=rain;19=cloudy,曇り,曇り,雨,雨,雨,雨,曇り,09:00から雨・19:00から曇り
74,10/13,晩秋,交易都市,cloudy;07=strong_wind;15=cloudy,曇り,曇り,強風,強風,曇り,曇り,曇り,07:00から強風・15:00から曇り
75,10/14,晩秋,交易都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
76,10/15,晩秋,交易都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
77,10/16,晩秋,交易都市,cloudy;12=rain;16=cloudy,曇り,曇り,曇り,雨,雨,曇り,曇り,12:00から雨・16:00から曇り
78,10/17,晩秋,交易都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
79,10/18,晩秋,交易都市,cloudy;13=rain;17=cloudy,曇り,曇り,曇り,曇り,雨,曇り,曇り,13:00から雨・17:00から曇り
80,10/19,晩秋,交易都市,clear;07=strong_wind;18=clear,晴れ,晴れ,強風,強風,強風,晴れ,晴れ,07:00から強風・18:00から晴れ
81,10/20,晩秋,交易都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
82,10/21,晩秋,交易都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
83,10/22,晩秋,交易都市,cloudy;07=strong_wind;16=cloudy,曇り,曇り,強風,強風,強風,曇り,曇り,07:00から強風・16:00から曇り
84,10/23,晩秋,交易都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
85,10/24,晩秋,交易都市,light_rain;14=cloudy,小雨,小雨,小雨,小雨,曇り,曇り,曇り,14:00から曇り
86,10/25,晩秋,交易都市,cloudy;12=light_rain;16=cloudy,曇り,曇り,曇り,小雨,小雨,曇り,曇り,12:00から小雨・16:00から曇り
87,10/26,晩秋,交易都市,cloudy;11=light_rain;13=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,11:00から小雨・13:00から曇り
88,10/27,晩秋,交易都市,clear;12=cloudy;14=clear,晴れ,晴れ,晴れ,曇り,晴れ,晴れ,晴れ,12:00から曇り・14:00から晴れ
89,10/28,晩秋,交易都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
90,10/29,晩秋,交易都市,light_rain;11=cloudy,小雨,小雨,小雨,曇り,曇り,曇り,曇り,11:00から曇り
91,10/30,晩秋,交易都市,clear;07=strong_wind;14=clear,晴れ,晴れ,強風,強風,晴れ,晴れ,晴れ,07:00から強風・14:00から晴れ
92,10/31,晩秋,交易都市,cloudy;13=rain;18=cloudy,曇り,曇り,曇り,曇り,雨,曇り,曇り,13:00から雨・18:00から曇り
93,11/1,晩秋,交易都市,cloudy;10=light_rain;14=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,10:00から小雨・14:00から曇り
94,11/2,晩秋,交易都市,cloudy;09=strong_wind;13=cloudy,曇り,曇り,強風,強風,曇り,曇り,曇り,09:00から強風・13:00から曇り
95,11/3,晩秋,交易都市,cloudy;10=light_rain;15=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,10:00から小雨・15:00から曇り
96,11/4,晩秋,交易都市,clear;06=strong_wind;17=clear,晴れ,強風,強風,強風,強風,晴れ,晴れ,06:00から強風・17:00から晴れ
97,11/5,晩秋,交易都市,cloudy;13=rain;16=cloudy,曇り,曇り,曇り,曇り,雨,曇り,曇り,13:00から雨・16:00から曇り
98,11/6,晩秋,交易都市,cloudy;09=strong_wind;15=cloudy,曇り,曇り,強風,強風,曇り,曇り,曇り,09:00から強風・15:00から曇り
99,11/7,晩秋,交易都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
100,11/8,晩秋,交易都市,cloudy;09=strong_wind;16=cloudy,曇り,曇り,強風,強風,強風,曇り,曇り,09:00から強風・16:00から曇り
1,8/1,盛夏,犯罪都市,cloudy;11=light_rain;16=cloudy,曇り,曇り,曇り,小雨,小雨,曇り,曇り,11:00から小雨・16:00から曇り
2,8/2,盛夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
3,8/3,盛夏,犯罪都市,cloudy;18=fog,曇り,曇り,曇り,曇り,曇り,霧,霧,18:00から霧
4,8/4,盛夏,犯罪都市,clear;12=cloudy,晴れ,晴れ,晴れ,曇り,曇り,曇り,曇り,12:00から曇り
5,8/5,盛夏,犯罪都市,cloudy;13=light_rain;17=cloudy,曇り,曇り,曇り,曇り,小雨,曇り,曇り,13:00から小雨・17:00から曇り
6,8/6,盛夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
7,8/7,盛夏,犯罪都市,clear;12=cloudy;15=clear,晴れ,晴れ,晴れ,曇り,晴れ,晴れ,晴れ,12:00から曇り・15:00から晴れ
8,8/8,盛夏,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
9,8/9,盛夏,犯罪都市,cloudy;10=light_rain;14=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,10:00から小雨・14:00から曇り
10,8/10,盛夏,犯罪都市,cloudy;13=light_rain;15=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,13:00から小雨・15:00から曇り
11,8/11,盛夏,犯罪都市,clear;16=storm;18=cloudy,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,曇り,16:00から雷雨・18:00から曇り
12,8/12,盛夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
13,8/13,盛夏,犯罪都市,clear;13=cloudy,晴れ,晴れ,晴れ,晴れ,曇り,曇り,曇り,13:00から曇り
14,8/14,盛夏,犯罪都市,clear;13=cloudy;14=clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,13:00から曇り・14:00から晴れ
15,8/15,盛夏,犯罪都市,clear;10=cloudy,晴れ,晴れ,晴れ,曇り,曇り,曇り,曇り,10:00から曇り
16,8/16,盛夏,犯罪都市,clear;12=cloudy,晴れ,晴れ,晴れ,曇り,曇り,曇り,曇り,12:00から曇り
17,8/17,盛夏,犯罪都市,clear;16=storm;17=cloudy,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,曇り,16:00から雷雨・17:00から曇り
18,8/18,盛夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
19,8/19,盛夏,犯罪都市,clear;11=cloudy,晴れ,晴れ,晴れ,曇り,曇り,曇り,曇り,11:00から曇り
20,8/20,盛夏,犯罪都市,clear;13=cloudy,晴れ,晴れ,晴れ,晴れ,曇り,曇り,曇り,13:00から曇り
21,8/21,盛夏,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
22,8/22,盛夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
23,8/23,晩夏,犯罪都市,light_rain;11=cloudy,小雨,小雨,小雨,曇り,曇り,曇り,曇り,11:00から曇り
24,8/24,晩夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
25,8/25,晩夏,犯罪都市,light_rain;14=cloudy,小雨,小雨,小雨,小雨,曇り,曇り,曇り,14:00から曇り
26,8/26,晩夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
27,8/27,晩夏,犯罪都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
28,8/28,晩夏,犯罪都市,clear;11=cloudy;14=clear,晴れ,晴れ,晴れ,曇り,晴れ,晴れ,晴れ,11:00から曇り・14:00から晴れ
29,8/29,晩夏,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
30,8/30,晩夏,犯罪都市,light_rain;12=cloudy,小雨,小雨,小雨,曇り,曇り,曇り,曇り,12:00から曇り
31,8/31,晩夏,犯罪都市,clear;12=cloudy;14=clear,晴れ,晴れ,晴れ,曇り,晴れ,晴れ,晴れ,12:00から曇り・14:00から晴れ
32,9/1,晩夏,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
33,9/2,晩夏,犯罪都市,cloudy;12=light_rain;15=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,12:00から小雨・15:00から曇り
34,9/3,晩夏,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
35,9/4,晩夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
36,9/5,晩夏,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
37,9/6,晩夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
38,9/7,晩夏,犯罪都市,cloudy;13=rain;17=cloudy,曇り,曇り,曇り,曇り,雨,曇り,曇り,13:00から雨・17:00から曇り
39,9/8,晩夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
40,9/9,晩夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
41,9/10,晩夏,犯罪都市,cloudy;12=light_rain;13=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,12:00から小雨・13:00から曇り
42,9/11,晩夏,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
43,9/12,晩夏,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
44,9/13,晩夏,犯罪都市,cloudy;14=rain;21=cloudy,曇り,曇り,曇り,曇り,雨,雨,曇り,14:00から雨・21:00から曇り
45,9/14,晩夏,犯罪都市,clear;10=cloudy,晴れ,晴れ,晴れ,曇り,曇り,曇り,曇り,10:00から曇り
46,9/15,秋,犯罪都市,clear;12=cloudy;16=clear,晴れ,晴れ,晴れ,曇り,曇り,晴れ,晴れ,12:00から曇り・16:00から晴れ
47,9/16,秋,犯罪都市,clear;10=cloudy;17=clear,晴れ,晴れ,晴れ,曇り,曇り,晴れ,晴れ,10:00から曇り・17:00から晴れ
48,9/17,秋,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
49,9/18,秋,犯罪都市,light_rain;12=cloudy,小雨,小雨,小雨,曇り,曇り,曇り,曇り,12:00から曇り
50,9/19,秋,犯罪都市,clear;14=cloudy,晴れ,晴れ,晴れ,晴れ,曇り,曇り,曇り,14:00から曇り
51,9/20,秋,犯罪都市,clear;13=cloudy;14=clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,13:00から曇り・14:00から晴れ
52,9/21,秋,犯罪都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
53,9/22,秋,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
54,9/23,秋,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
55,9/24,秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
56,9/25,秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
57,9/26,秋,犯罪都市,cloudy;14=fog,曇り,曇り,曇り,曇り,霧,霧,霧,14:00から霧
58,9/27,秋,犯罪都市,cloudy;11=light_rain;15=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,11:00から小雨・15:00から曇り
59,9/28,秋,犯罪都市,clear;14=cloudy,晴れ,晴れ,晴れ,晴れ,曇り,曇り,曇り,14:00から曇り
60,9/29,秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
61,9/30,秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
62,10/1,秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
63,10/2,秋,犯罪都市,clear;11=cloudy,晴れ,晴れ,晴れ,曇り,曇り,曇り,曇り,11:00から曇り
64,10/3,秋,犯罪都市,clear;10=cloudy;17=clear,晴れ,晴れ,晴れ,曇り,曇り,晴れ,晴れ,10:00から曇り・17:00から晴れ
65,10/4,秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
66,10/5,秋,犯罪都市,cloudy;10=light_rain;16=cloudy,曇り,曇り,曇り,小雨,小雨,曇り,曇り,10:00から小雨・16:00から曇り
67,10/6,秋,犯罪都市,light_rain;13=cloudy,小雨,小雨,小雨,小雨,曇り,曇り,曇り,13:00から曇り
68,10/7,秋,犯罪都市,cloudy;12=light_rain;13=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,12:00から小雨・13:00から曇り
69,10/8,秋,犯罪都市,cloudy;11=light_rain;15=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,11:00から小雨・15:00から曇り
70,10/9,秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
71,10/10,晩秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
72,10/11,晩秋,犯罪都市,cloudy;13=light_rain;16=cloudy,曇り,曇り,曇り,曇り,小雨,曇り,曇り,13:00から小雨・16:00から曇り
73,10/12,晩秋,犯罪都市,light_rain;13=cloudy,小雨,小雨,小雨,小雨,曇り,曇り,曇り,13:00から曇り
74,10/13,晩秋,犯罪都市,cloudy;12=light_rain;14=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,12:00から小雨・14:00から曇り
75,10/14,晩秋,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
76,10/15,晩秋,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
77,10/16,晩秋,犯罪都市,cloudy;13=light_rain;14=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,13:00から小雨・14:00から曇り
78,10/17,晩秋,犯罪都市,cloudy;14=rain;20=cloudy,曇り,曇り,曇り,曇り,雨,雨,曇り,14:00から雨・20:00から曇り
79,10/18,晩秋,犯罪都市,cloudy;11=light_rain;14=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,11:00から小雨・14:00から曇り
80,10/19,晩秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
81,10/20,晩秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
82,10/21,晩秋,犯罪都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
83,10/22,晩秋,犯罪都市,clear;10=cloudy,晴れ,晴れ,晴れ,曇り,曇り,曇り,曇り,10:00から曇り
84,10/23,晩秋,犯罪都市,light_rain;15=cloudy,小雨,小雨,小雨,小雨,曇り,曇り,曇り,15:00から曇り
85,10/24,晩秋,犯罪都市,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
86,10/25,晩秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
87,10/26,晩秋,犯罪都市,cloudy;10=light_rain;15=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,10:00から小雨・15:00から曇り
88,10/27,晩秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
89,10/28,晩秋,犯罪都市,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
90,10/29,晩秋,犯罪都市,light_rain;12=cloudy,小雨,小雨,小雨,曇り,曇り,曇り,曇り,12:00から曇り
91,10/30,晩秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
92,10/31,晩秋,犯罪都市,cloudy;10=rain;18=cloudy,曇り,曇り,曇り,雨,雨,曇り,曇り,10:00から雨・18:00から曇り
93,11/1,晩秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
94,11/2,晩秋,犯罪都市,light_rain;13=cloudy,小雨,小雨,小雨,小雨,曇り,曇り,曇り,13:00から曇り
95,11/3,晩秋,犯罪都市,cloudy;10=light_rain;16=cloudy,曇り,曇り,曇り,小雨,小雨,曇り,曇り,10:00から小雨・16:00から曇り
96,11/4,晩秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
97,11/5,晩秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
98,11/6,晩秋,犯罪都市,cloudy;12=light_rain;15=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,12:00から小雨・15:00から曇り
99,11/7,晩秋,犯罪都市,light_rain;11=cloudy,小雨,小雨,小雨,曇り,曇り,曇り,曇り,11:00から曇り
100,11/8,晩秋,犯罪都市,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
1,8/1,盛夏,ドワーフ洞窟,cloudy;11=clear,曇り,曇り,曇り,晴れ,晴れ,晴れ,晴れ,11:00から晴れ
2,8/2,盛夏,ドワーフ洞窟,fog;11=clear,霧,霧,霧,晴れ,晴れ,晴れ,晴れ,11:00から晴れ
3,8/3,盛夏,ドワーフ洞窟,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
4,8/4,盛夏,ドワーフ洞窟,fog;12=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,12:00から曇り
5,8/5,盛夏,ドワーフ洞窟,fog;13=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,13:00から曇り
6,8/6,盛夏,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
7,8/7,盛夏,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
8,8/8,盛夏,ドワーフ洞窟,cloudy;16=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,16:00から雨・23:00から曇り
9,8/9,盛夏,ドワーフ洞窟,cloudy;15=light_rain;21=cloudy,曇り,曇り,曇り,曇り,小雨,小雨,曇り,15:00から小雨・21:00から曇り
10,8/10,盛夏,ドワーフ洞窟,cloudy;15=rain;23=cloudy,曇り,曇り,曇り,曇り,雨,雨,雨,15:00から雨・23:00から曇り
11,8/11,盛夏,ドワーフ洞窟,cloudy;18=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,18:00から雨・23:00から曇り
12,8/12,盛夏,ドワーフ洞窟,fog;09=clear,霧,霧,晴れ,晴れ,晴れ,晴れ,晴れ,09:00から晴れ
13,8/13,盛夏,ドワーフ洞窟,fog;11=clear,霧,霧,霧,晴れ,晴れ,晴れ,晴れ,11:00から晴れ
14,8/14,盛夏,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
15,8/15,盛夏,ドワーフ洞窟,cloudy;12=clear,曇り,曇り,曇り,晴れ,晴れ,晴れ,晴れ,12:00から晴れ
16,8/16,盛夏,ドワーフ洞窟,fog;10=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,10:00から曇り
17,8/17,盛夏,ドワーフ洞窟,cloudy;21=fog,曇り,曇り,曇り,曇り,曇り,曇り,霧,21:00から霧
18,8/18,盛夏,ドワーフ洞窟,fog;13=clear,霧,霧,霧,霧,晴れ,晴れ,晴れ,13:00から晴れ
19,8/19,盛夏,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
20,8/20,盛夏,ドワーフ洞窟,fog;12=clear,霧,霧,霧,晴れ,晴れ,晴れ,晴れ,12:00から晴れ
21,8/21,盛夏,ドワーフ洞窟,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
22,8/22,盛夏,ドワーフ洞窟,cloudy;15=light_rain;21=cloudy,曇り,曇り,曇り,曇り,小雨,小雨,曇り,15:00から小雨・21:00から曇り
23,8/23,晩夏,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
